sku,ean,sku_manufacturer,brand,category,title,description,image_1,image_2,image_3,image_4,image_5,product_price_vat_inc,min_quantity,increment,quantity,use_grid,carrier_grid_1,shipping_time_carrier_grid_1,weight,length,width,height,DisplayWeight,volume
S7917339,8425998324211,S7917339,Autres,Bricolage,"Lampada da tavolo EDM 32421 Nero Silicone 60 W 220-240 V 98,4 x 4,4 cm","<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampada da tavolo EDM 32421 Nero Silicone 60 W 220-240 V 98,4 x 4,4 cm</b> potrai farlo.</p><br><br><ul><li>Voltaggio: 220-240 V</li><li>Tipo: <ul><li>Ricambio</li><li>Lampada da tavolo</li><li>Ciondolo</li></ul></li><li>Prodotto plug-in: Sì</li><li>Tipo di presa: Spina EU</li><li>Colore: Nero</li><li>Materiale: <ul><li>Silicone</li><li>Plastica</li></ul></li><li>Potenza: 60 W</li><li>Tappo: E27</li><li>Dimensioni appross.: 98,4 x 4,4 cm</li><li>Fonte di Alimentazione: Cavo elettrico</li></ul>",https://cdnbigbuy.com/images/8425998324211_R0_WBG-v_11.jpg,https://cdnbigbuy.com/images/8425998324211_S7917339_P01.jpg,https://cdnbigbuy.com/images/8425998324211_S7917339_P11.jpg,https://cdnbigbuy.com/images/8425998324211_S7917339_P21.jpg,,8.57,1,1,50,1,Generale,5#7,0.17,20.0,20.0,15.0,0.17,6000.0
S72107903,7612901685328,S72107903,Autres,Bricolage,Collana Donna Breil TJ3530,"Se sei alla ricerca di novità alla moda sul mercato, ti presentiamo <b>Collana Donna Breil TJ3530</b>!<br><br><ul><li>Genere: <ul><li>Donna</li><li>Uomo</li></ul></li><li>Tipo: <ul><li>Collana Donna</li><li>Collana</li></ul></li><li>Materiale: Argento puro 925</li><li>Include: Include custodia o copertura del marchio</li><li>Cristallo: Minerale</li></ul>",https://cdnbigbuy.com/images/7612901685328_S72107903_P00.jpg,,,,,71.79,1,1,1,1,Generale,5#7,0.3,10.0,10.0,10.0,0.3,1000.0
S2444081,8427934518982,S2444081,Autres,Bricolage,Giocattoli per cani The Avengers,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Giocattoli per cani The Avengers</b> al miglior prezzo.<br><br><ul><li>Colore: Verde</li><li>Animale Domestico: Cane</li><li>Stagione: Estate</li><li>Composizione: <ul><li>100 % poliestere</li><li>Poliestere</li></ul></li><li>Tipo: Giocattoli per cani</li></ul>",https://cdnbigbuy.com/images/8427934518982_S2444081_P00.jpg,https://cdnbigbuy.com/images/8427934518982_S2444081_P40.jpg,https://cdnbigbuy.com/images/8427934518982_S2444081_P50.jpg,https://cdnbigbuy.com/images/8427934518982_S2444081_P60.jpg,,12.67,1,1,2,1,Generale,5#7,0.17,13.0,18.0,22.0,0.17,5148.0
S9106678,4716123312680,S9106678,Autres,Bricolage,Thermos Noctua NT-H1 3.5G Bianco (1 Unità),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Thermos Noctua NT-H1 3.5G Bianco (1 Unità)</b> al miglior prezzo.<br><br><ul><li>Colore: <ul><li>Bianco</li><li>Grigio</li></ul></li><li>Peso circa: 3,5 G</li><li>Tipo: <ul><li>Thermos</li><li>Pasta Termoconduttiva</li></ul></li><li>Unità: 1 Unità</li></ul>",https://cdnbigbuy.com/images/4716123312680_S9106678_P01.jpg,,,,,14.88,1,1,50,1,Generale,5#7,0.05,3.0,15.8,7.0,0.05,331.8
S7740711,0074983921621,S7740711,Autres,Bricolage,Cavo fibra ottica Panduit LC/LC 2 m,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cavo fibra ottica Panduit LC/LC 2 m</b> al miglior prezzo.<br><br><ul><li>Colore: Giallo</li><li>Lunghezza del cavo: 2 m</li></ul>",https://cdnbigbuy.com/images/0074983921621_R01.jpg,,,,,59.98,1,1,10,1,Generale,5#7,0.02,10.0,16.0,1.0,0.02,160.0
S0313442,8431777728781,S0313442,Autres,Bricolage,Orologio Unisex Snooz Saa0043-63 (Ø 44 mm),"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Unisex Snooz Saa0043-63 (Ø 44 mm)</b> al miglior prezzo.<br><br><ul><li>Colore: Argentato</li><li>Uso consigliato: Adulto unisex</li><li>Anelli extra: No</li><li>Genere: Unisex</li><li>Tipo di orologio: Orologio da polso</li><li>Materiale del cinturino: Acciaio</li><li>Materiale della cassa dell'orologio: Acciaio inossidabile</li><li>Tipo di movimento: Quarzo</li><li>Cristallo: Minerale</li><li>Include: Include custodia o copertura del marchio</li><li>Tipo di chiusura: Farfalla</li><li>Colore del quadrante: Grigio</li><li>Colore della custodia dell'orologio: Argentato</li><li>Colore del cinturino: Argento</li><li>Diametro della cassa dell'orologio: Ø 44 mm</li></ul>",https://cdnbigbuy.com/images/8431777728781_0_P02.jpg,https://cdnbigbuy.com/images/10609_mandatory-watch2.jpg,,,,11.9,1,1,2,1,Generale,5#7,0.4,32.0,19.0,10.0,0.4,6080.0
S2228499,4899888688525,S2228499,Autres,Bricolage,Bacinella Dem Acapulco 42 L,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Bacinella Dem Acapulco 42 L</b> al miglior prezzo.<br><br><ul><li>Design: Quadrato</li><li>Informazioni importanti: Disegni assortiti inviati in modo aleatorio a seconda della disponibilità in magazzino</li><li>Capacità: 42 L</li><li>Unità: 6 Unità</li><li>Include: Manici</li><li>Dimensioni appross.: 56,7 x 50 x 33,8 cm</li></ul>",https://cdnbigbuy.com/images/8001158932467_00_WBG_icon1.jpg,https://cdnbigbuy.com/images/8001158932467_00_WBG1.jpg,,,,51.15,1,1,50,1,Generale,5#7,6.38,56.7,50.0,34.0,6.38,96390.0
S9120324,0088381832724,S9120324,Autres,Bricolage,Motosega Makita DUC353Z 35 cm,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Motosega Makita DUC353Z 35 cm</b> al miglior prezzo.<br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo di presa: Spina EU</li><li>Colore: <ul><li>Azzurro</li><li>Nero</li><li>Nero/Blu</li></ul></li><li>Caratteristiche: Aderenza morbida</li><li>Garanzia del produttore: 3 Anni</li><li>Velocità: 20 m/s</li><li>Non Include: <ul><li>Batteria</li><li>Caricabatterie</li><li>Custodia per il trasporto</li></ul></li><li>Lunghezza del foglio: 35 cm</li><li>Fonte di Alimentazione: Batteria</li><li>Capacità: 200 ml</li><li>Voltaggio: 36 V</li><li>Funziona a batterie: Sì</li><li>Larghezza: 21,5 cm</li></ul>",https://cdnbigbuy.com/images/0088381832724_R01.jpg,https://cdnbigbuy.com/images/0088381832724_I11.jpg,https://cdnbigbuy.com/images/0088381832724_R41.jpg,https://cdnbigbuy.com/images/0088381832724_R31.jpg,,412.96,1,1,10,1,Generale,5#7,3.5,26.0,23.0,52.0,3.5,31096.0
S0341113,8431777790719,S0341113,Autres,Bricolage,Orologio Donna Laura Biagiotti LB0037L-NA (Ø 33 mm),"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Donna Laura Biagiotti LB0037L-NA (Ø 33 mm)</b> al miglior prezzo.<br><br><ul><li>Genere: Donna</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li><li>Materiale del cinturino: Pelle</li><li>Materiale della cassa dell'orologio: Acciaio inossidabile</li><li>Tipo di movimento: Quarzo</li><li>Cristallo: Minerale</li><li>Include: Include confezione della marca</li><li>Tipo di chiusura: Pressione</li><li>Colore del quadrante: Arancio</li><li>Colore della custodia dell'orologio: Argentato</li><li>Colore del cinturino: Arancio</li><li>Diametro della cassa dell'orologio: Ø 33 mm</li></ul>",https://cdnbigbuy.com/images/8431777790719_S0341113_P02.jpg,https://cdnbigbuy.com/images/37475_mandatory-watch2.jpg,https://cdnbigbuy.com/images/8431777790719_S0341113_P12.jpg,,,22.65,1,1,5,1,Generale,5#7,0.4,32.0,19.0,10.0,0.4,6080.0
S0459119,8420738269906,S0459119,Autres,Bricolage,Lampadina LED Silver Electronics R90 E27 Bianco Grigio A++ 12 W (5000 K),"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Lampadina LED Silver Electronics R90 E27 Bianco Grigio A++ 12 W (5000 K)</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Lampadina LED</li><li>E27</li></ul></li><li>Tappo: E27</li><li>Voltaggio: 230 V</li><li>Colore: <ul><li>Bianco</li><li>Grigio</li></ul></li><li>Materiale: Alluminio</li><li>Caratteristiche: Luce LED</li><li>Tipo di lampadina: LED</li><li>Tecnologia: LED</li><li>Temperatura di colore: 5000 K</li><li>Potenza: 12 W</li><li>Classificazione energetica: A++</li><li>Durata: 25000 h</li><li>Fonte di Alimentazione: Corrente alternata</li><li>Numero di pezzi: 1 Pezzi</li></ul>",https://cdnbigbuy.com/images/8420738269906_I00.jpg,https://cdnbigbuy.com/images/8420738269906_R00.jpg,,,,16.57,1,1,25,1,Generale,5#7,1.0,9.65,9.6,10.96,1.0,1015.33
S37113868,8435682605731,S37113868,Autres,Bricolage,"Kit di viti OMP OMPS09981207 28 mm Azzurro M12 x 1,50","Attrezza il tuo veicolo con le ultime novità del settore! Compra <b>Kit di viti OMP OMPS09981207 28 mm Azzurro M12 x 1,50</b> e fai in modo che non ti manchi nulla!<br><br><ul><li>Colore: Azzurro</li><li>Vite: M12 x 1,50</li><li>Lunghezza: 28 mm</li><li>Tipo: DIN 12.9</li><li>Unità: 20 Unità</li><li>Materiale: Alluminio</li></ul>",https://cdnbigbuy.com/images/8435682605731_S37113868_P00.jpg,,,,,146.82,1,1,5,1,Generale,5#7,1.0,5.0,5.0,5.0,1.0,125.0
S7287444,0889214079404,S7287444,Autres,Bricolage,Montatura per Occhiali Unisex Web Eyewear WE5310 48074,"Se stai pensando di rinnovare il tuo armadio, compra <b>Montatura per Occhiali Unisex Web Eyewear WE5310 48074</b> e altri <b>prodotti Web Eyewear</b>! La migliore qualità al miglior prezzo è già a portata di mano!<br><br><ul><li>Caratteristiche: Lenti non graduate</li><li>Genere: Unisex</li><li>Tipo: Montatura per Occhiali</li></ul>",https://cdnbigbuy.com/images/0889214079404_S7287444_P00.jpg,https://cdnbigbuy.com/images/0889214079404_S7287444_P10.jpg,https://cdnbigbuy.com/images/0889214079404_S7287444_P20.jpg,,,64.08,1,1,25,1,Generale,5#7,0.29,9.9,9.9,9.9,0.29,970.3
S7913479,8425998084085,S7913479,Autres,Bricolage,Aspiratore da Bagno EDM 08408 15 W 104 m³/H Ø 10 cm,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Aspiratore da Bagno EDM 08408 15 W 104 m³/H Ø 10 cm</b> al miglior prezzo.<br><br><ul><li>Tipo: Aspiratore da Bagno</li><li>Colore: <ul><li>Bianco</li><li>Multicolore</li></ul></li><li>Potenza: 15 W</li><li>Voltaggio: <ul><li>230 V</li><li>230 V, 50 Hz</li></ul></li><li>Flusso d'aria: 104 m³/H</li><li>Diametro: Ø 10 cm</li><li>Intensità del suono: 39 dB</li><li>Dimensioni appross.: 16 x 16 cm</li></ul>",https://cdnbigbuy.com/images/8425998084085_00_WBG3.jpg,https://cdnbigbuy.com/images/8425998084085_S7913479_P03.jpg,https://cdnbigbuy.com/images/8425998084085_S7913479_P13.jpg,,,25.33,1,1,50,1,Generale,5#7,0.58,16.0,16.0,12.0,0.58,3072.0
S7153281,4892210189653,S7153281,Autres,Bricolage,Multi-utensile Ryobi RRT18-0,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Multi-utensile Ryobi RRT18-0</b> al miglior prezzo.<br><br><ul><li>Fonte di Alimentazione: Cavo elettrico</li><li>Tipo: Multi strumenti</li><li>Uso consigliato: <ul><li>Plastica</li><li>Metallo</li><li>Legno</li><li>Incidere e scolpire</li></ul></li><li>Include: Accessori x 15</li><li>Voltaggio: 18 V</li></ul>",https://cdnbigbuy.com/images/4892210189653_R00.jpg,https://cdnbigbuy.com/images/4892210189653_S7153281_P10.jpg,https://cdnbigbuy.com/images/4892210189653_S7153281_P00.jpg,,,139.13,1,1,2,1,Generale,5#7,0.8,24.2,20.0,9.8,0.8,4743.2
S5715465,8447454367037,S5715465,Autres,Bricolage,Sedia da Ufficio Piqueras y Crespo 1D036N0 Pistacchio,Torna in ufficio senza dimenticarti di nulla! Compra <b>Sedia da Ufficio Piqueras y Crespo 1D036N0 Pistacchio</b> e sarai l'invidia dei tuoi colleghi!<br><br><ul><li>Tipo: <ul><li>Sedia da Ufficio</li><li>Pistone regolabile in altezza per sedia</li></ul></li><li>Caratteristiche: <ul><li>Altezza regolabile</li><li>Con braccioli</li><li>Traspirante</li><li>Supporto lombare</li></ul></li><li>Altezza minima del sedile: 48 cm</li><li>Altezza massima del sedile: 61 cm</li><li>Ore di utilizzo: 8 h</li><li>Materiale delle ruote: Nylon</li><li>Materiale della seduta: <ul><li>Schiuma</li><li>PVC</li></ul></li><li>Materiale: Nylon</li><li>Certificato: <ul><li>UNE-EN-1335</li><li>BIFMA</li></ul></li><li>Dimensione: 65 mm</li><li>Finitura: Stoffa</li><li>Colore: Pistacchio</li><li>Altezza minima totale: 101 cm</li></ul>,https://cdnbigbuy.com/images/8447454367037_S5715465_P00.jpg,https://cdnbigbuy.com/images/8447454367037_S5715465_P60.jpg,https://cdnbigbuy.com/images/8447454367037_S5715465_P50.jpg,https://cdnbigbuy.com/images/8447454367037_S5715465_P40.jpg,,302.95,1,1,48,1,Generale,5#7,13.97,66.65,47.02,50.0,13.97,156694.15
S3059663,8424002172855,S3059663,Autres,Bricolage,"Lampada da tavolo Home ESPRIT 8,5 x 8,5 x 23,5 cm","<p>Se vuoi dare un tocco d'originalità alla tua casa, con <b>Lampada da tavolo Home ESPRIT 8,5 x 8,5 x 23,5 cm</b> potrai farlo.</p><br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo: <ul><li>Lampada da tavolo</li><li>Glamour</li></ul></li><li>Tipo di presa: Spina EU</li><li>Caratteristiche: <ul><li>LED</li><li>Luce LED</li></ul></li><li>Alto: 23,5 cm</li><li>Composizione: Acrilico</li><li>Non Include: Lampadina</li><li>Dimensioni appross.: 8,5 x 8,5 x 23,5 cm</li></ul>",https://cdnbigbuy.com/images/8424002172855_S3059663_P50.jpg,https://cdnbigbuy.com/images/8424002172855_S3059663_P30.jpg,https://cdnbigbuy.com/images/8424002172855_S3059663_P40.jpg,https://cdnbigbuy.com/images/8424002172855_S3059663_P60.jpg,,14.23,1,1,50,1,Generale,5#7,1.1,8.5,8.5,23.5,1.1,1697.88
S7603169,8420738280383,S7603169,Autres,Bricolage,Lampadina LED Silver Electronics ECO ESTANDAR E27 Bianco,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Lampadina LED Silver Electronics ECO ESTANDAR E27 Bianco</b> al miglior prezzo.<br><br><ul><li>Tappo: E27</li><li>Temperatura di colore: 6500 K</li><li>Tipo: Lampadina LED</li><li>Colore: Bianco</li><li>Materiale: Plastica</li><li>Caratteristiche: Luce LED</li><li>Voltaggio: 230 V</li><li>Fonte di Alimentazione: Corrente alternata</li></ul>",https://cdnbigbuy.com/images/8420738280383_R02.jpg,,,,,5.11,1,1,4,1,Generale,5#7,0.67,7.51,7.37,7.65,0.67,423.42
S0353101,8431777810387,S0353101,Autres,Bricolage,Orologio Donna Folli Follie wf13b043ssr (Ø 35 mm),"Se ti piace seguire le ultime tendenze per quanto riguarda moda e accessori, compra <b>Orologio Donna Folli Follie wf13b043ssr (Ø 35 mm)</b> al miglior prezzo.<br><br><ul><li>Genere: Donna</li><li>Anelli extra: No</li><li>Tipo di orologio: Orologio da polso</li><li>Materiale del cinturino: Pelle</li><li>Materiale della cassa dell'orologio: Acciaio inossidabile</li><li>Tipo di movimento: Quarzo</li><li>Cristallo: Minerale</li><li>Include: Include confezione della marca</li><li>Tipo di chiusura: Fibbia</li><li>Colore del quadrante: Argentato</li><li>Colore della custodia dell'orologio: Dorato</li><li>Colore del cinturino: Rosso</li><li>Diametro della cassa dell'orologio: Ø 35 mm</li></ul>",https://cdnbigbuy.com/images/8431777810387_S0353101_P0-v_12.jpg,https://cdnbigbuy.com/images/49475_mandatory-watch2.jpg,,,,117.2,1,1,1,1,Generale,5#7,0.4,32.0,19.0,10.0,0.4,6080.0
S7137672,0715442171637,S7137672,Autres,Bricolage,"Altoparlanti per Auto Mtx Audio Ø 16,5 cm","Attrezza il tuo veicolo con le ultime novità del settore! Compra <b>Altoparlanti per Auto Mtx Audio Ø 16,5 cm</b> e fai in modo che non ti manchi nulla!<br><br><ul><li>Tipo: Altoparlanti</li><li>Diametro: Ø 16,5 cm</li><li>Potenza RMS: <ul><li>65 W</li><li>260 W</li></ul></li><li>Include: Griglia</li><li>Emissione acustica: 92,5 db</li><li>Funzioni: Attivazione vocale</li></ul>",https://cdnbigbuy.com/images/0715442171637_S7137672_P00.jpg,,,,,78.94,1,1,5,1,Generale,5#7,2.33,41.6,22.2,9.4,2.33,8681.09
S7915212,8425998281446,S7915212,Autres,Bricolage,"Cavo EDM 28144 Bianco 3 x 1,5 mm 20 m","Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Cavo EDM 28144 Bianco 3 x 1,5 mm 20 m</b> al miglior prezzo.<br><br><ul><li>Tipo: <ul><li>Cavo</li><li>Pompa</li></ul></li><li>Colore: Bianco</li><li>Forma: Tubolare</li><li>Spessore: 3 x 1,5 mm</li><li>Lunghezza del cavo: 20 m</li><li>Dimensioni appross.: 3 x 1,5 mm</li></ul>",https://cdnbigbuy.com/images/8425998281446_R0_WBG3.jpg,https://cdnbigbuy.com/images/8425998281446_S7915212_P03.jpg,,,,39.28,1,1,50,1,Generale,5#7,1.3,18.0,18.0,5.0,1.3,1620.0
S77218575,4034303028375,S77218575,Autres,Bricolage,Power Bank INTENSO XS10000 Nero 10000 mAh,"Se sei un appassionato d'<b>informatica ed elettronica</b>, ti piace stare al passo con la più recente tecnologia senza lasciarti sfuggire nessun dettaglio, acquista <b>Power Bank INTENSO XS10000 Nero 10000 mAh</b> al miglior prezzo.<br><br><ul><li>Dimensioni appross.: 9,1 x 6,3 x 2,2 cm</li><li>Tipo: <ul><li>Batteria ricaricabile al litio</li><li>Power Bank</li><li>Batteria</li></ul></li><li>Tipo di presa: Spina EU</li><li>Prodotto plug-in: Sì</li><li>Include: <ul><li>Cavo USB-C</li><li>Manuale dell'utente</li></ul></li><li>Capacità della batteria: 10000 mAh</li><li>Caratteristiche: <ul><li>Indicatore LED</li><li>Interruttore On /Off</li><li>Display incorporato</li><li>Indicatore LED di funzionamento</li></ul></li><li>Uso consigliato: Smartphone</li><li>Forma: <ul><li>rectangulo</li><li>Rettangolare</li></ul></li><li>Tipo di display: LED</li><li>Colore: Nero</li><li>Connessioni: <ul><li>USB</li><li>USB-C</li><li>USB-A</li><li>USB-A - USB-C</li></ul></li><li>Voltaggio: 5 V</li><li>Tecnologia: LED</li><li>Tipo di caricabatterie: USB</li><li>Porte: 3</li><li>Compatibile: Smartphone</li><li>Valido per: 2 Dispositivi</li><li>Amperaggio: <ul><li>3,1 A</li><li>2,4 A</li></ul></li><li>Fonte di Alimentazione: Corrente CC/CA</li><li>Caricabatterie Senza Fili: No</li><li>Batteria: Polimeri di litio</li></ul><br><p>Intenso XS10000. Colore del prodotto: Nero, Compatibilità caricatore: Fotocamera, Controller per videogiochi, MP3/MP4, Telefono cellulare/smartphone, Tablet, Tipo di display: LED. Tecnologia batteria: Polimeri di litio (LiPo), Capacità della batteria: 10000 mAh, Fonte di ricarica: USB. Voltaggio di ingresso: 5 V, Corrente d'ingresso: 2.4 A, Voltaggio di uscita: 5 V. Interfaccia di ingresso: Micro-USB + USB Type-C. Larghezza: 63 mm, Profondità: 22 mm, Altezza: 91 mm</p><br><ul><li>Numero di dispositivi connessi simultaneamente (max): 2</li><li>Colore del prodotto: Nero</li><li>Compatibilità caricatore: Fotocamera, Controller per videogiochi, MP3/MP4, Telefono cellula",https://cdnbigbuy.com/images/4034303028375_1_P30.jpg,https://cdnbigbuy.com/images/4034303028375_P20.jpg,https://cdnbigbuy.com/images/4034303028375_R30.jpg,https://cdnbigbuy.com/images/4034303028375_I00.jpg,,17.81,1,1,19,1,Generale,5#7,0.3,17.0,12.5,3.4,0.3,722.5
S4307212,8412688492534,S4307212,Autres,Bricolage,Trolley da Cabina Sevilla Fútbol Club  sevilla fc  34.5 x 55 x 20 cm Nero 20'',Ti piace essere alla moda e sei un amante degli accessori? Ti presentiamo <b>Trolley da Cabina Sevilla Fútbol Club  sevilla fc  34.5 x 55 x 20 cm Nero 20''</b> e una vasta gamma di borse e portafogli per essere sempre all'avanguardia!<br><br><ul><li>Colore: Nero</li><li>Capacità: 20 L</li><li>Composizione: Poliestere 600D</li><li>Interno: Rivestito</li><li>Design: Sportivo</li><li>Caratteristiche: <ul><li>Manico superiore</li><li>Cinturino elastico di chiusura</li><li>Quattro ruote girevoli a 360°</li><li>Separatore interno con cerniera</li></ul></li><li>Tipo di chiusura: Chiusura di sicurezza</li><li>Dimensione: 20''</li><li>Altezza regolabile: 2 Posizioni</li><li>Dimensioni appross.: 34.5 x 55 x 20 cm</li><li>Tipo: Trolley</li><li>Materiale: <ul><li>Policarbonato</li><li>ABS</li></ul></li></ul>,https://cdnbigbuy.com/images/8412688492534_S4307212_P11.jpg,https://cdnbigbuy.com/images/8412688492534_S4307212_P21.jpg,https://cdnbigbuy.com/images/8412688492534_S4307212_P31.jpg,https://cdnbigbuy.com/images/8412688492534_S4307212_P01.jpg,,64.92,1,1,50,1,Generale,5#7,2.62,3.0,34.5,55.0,2.62,5692.5
S3059359,8424002173364,S3059359,Autres,Bricolage,Vaso Home ESPRIT Grigio Multicolore Fibra Magnesio chica 32 x 28 x 53 cm,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Vaso Home ESPRIT Grigio Multicolore Fibra Magnesio chica 32 x 28 x 53 cm</b> al miglior prezzo.<br><br><ul><li>Tipo: Vaso</li><li>Colore: <ul><li>Grigio</li><li>Multicolore</li></ul></li><li>Materiale: <ul><li>Fibra</li><li>Magnesio</li></ul></li><li>Design: chica</li><li>Dimensioni appross.: 32 x 28 x 53 cm</li></ul>",https://cdnbigbuy.com/images/8424002173364_S3059359_P30.jpg,https://cdnbigbuy.com/images/8424002173364_S3059359_P00.jpg,https://cdnbigbuy.com/images/8424002173364_S3059359_P10.jpg,https://cdnbigbuy.com/images/8424002173364_S3059359_P20.jpg,,57.51,1,1,25,1,Generale,5#7,6.5,33.0,56.0,30.5,6.5,56364.0
S7914077,7640112218783,S7914077,Autres,Bricolage,Adattatore a Spina Universale da Viaggio Skross 1302180,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Adattatore a Spina Universale da Viaggio Skross 1302180</b> al miglior prezzo.<br><br><ul><li>Prodotto plug-in: Sì</li><li>Tipo di presa: <ul><li>Spina EU</li><li>Internacional</li><li>Americana</li><li>Regno Unito</li></ul></li><li>Connessioni: Internazionale</li><li>Tipo: <ul><li>Adattatore di Corrente</li><li>Adattatore a Spina Universale da Viaggio</li></ul></li><li>Potenza: 250-625 W</li><li>Voltaggio: 100-250 V</li></ul>",https://cdnbigbuy.com/images/7640112218783_S7914077_P0_WBG1.jpg,https://cdnbigbuy.com/images/7640112218783_R6_WBG1.jpg,https://cdnbigbuy.com/images/7640112218783_I4_WBG1.jpg,https://cdnbigbuy.com/images/7640112218783_I14_WBG1.jpg,,25.69,1,1,50,1,Generale,5#7,0.16,5.4,5.3,5.0,0.16,143.1
S37115162,8027280004209,S37115162,Autres,Bricolage,Estintore OMP OMPCD/356,Attrezza il tuo veicolo con le ultime novità del settore! Compra <b>Estintore OMP OMPCD/356</b> e fai in modo che non ti manchi nulla!<br><br><ul><li>Materiale: Plastica</li></ul>,https://cdnbigbuy.com/images/8027280004209_S37115162_P00.jpg,,,,,39.54,1,1,2,1,Generale,5#7,1.0,8.0,8.0,1.0,1.0,64.0
S7735033,6936529901464,S7735033,Autres,Bricolage,Bobina di Filamento CoLiDo COL3D-LCD164Y,"Se ti piace curare ogni singolo dettaglio della casa ed essere sempre alla moda in tema di prodotti che ti renderanno la vità più facile, compra <b>Bobina di Filamento CoLiDo COL3D-LCD164Y</b> al miglior prezzo.<br><br><ul><li>Tipo: Bobina di Filamento</li><li>Colore: Multicolore</li><li>Peso: 1,3 Kg</li></ul>",https://cdnbigbuy.com/images/6936529901464_R00.jpg,https://cdnbigbuy.com/images/6936529901464_R10.jpg,,,,21.66,1,1,2,1,Generale,5#7,0.74,37.48,36.46,19.15,0.74,26168.87
S7282864,5600468107362,S7282864,Autres,Bricolage,Bracciale Uomo AN Jewels AA.P257GBR,"Ti presentiamo <b>Bracciale Uomo AN Jewels AA.P257GBR</b> e un'ampia gamma di anelli, bracciali, orecchini, ciondoli, ecc. a buon prezzo. Scopri gli esclusivi ed eleganti pezzi di gioielli e bigiotteria per tutti i gusti e stili.<br><br><ul><li>Tipo: Bracciale</li><li>Genere: Uomo</li><li>Materiale: Metallo</li></ul>",https://cdnbigbuy.com/images/5600468107362_S7282864_P00.jpg,,,,,65.38,1,1,4,1,Generale,5#7,0.24,9.51,9.06,8.82,0.24,759.94
S4308839,8412688533978,S4308839,Autres,Bricolage,Zaino Safta   Da viaggio Blu Marino 33 x 55 x 18 cm,Ti piace essere alla moda e sei un amante degli accessori? Ti presentiamo <b>Zaino Safta   Da viaggio Blu Marino 33 x 55 x 18 cm</b> e una vasta gamma di borse e portafogli per essere sempre all'avanguardia!<br><br><ul><li>Tipo: <ul><li>Zaino</li><li>Da viaggio</li></ul></li><li>Composizione: Poliestere</li><li>Colore: Blu Marino</li><li>Caratteristiche: <ul><li>Spalline imbottite</li><li>Manico superiore</li></ul></li><li>Genere: Per ragazzi</li><li>Tipo di chiusura: Cerniera</li><li>Include: <ul><li>Tasche interne</li><li>Tasca posteriore con zip</li></ul></li><li>Compartimenti: <ul><li>Tasca nella parte superiore</li><li>1 Compartimenti</li></ul></li><li>Dimensioni appross.: 33 x 55 x 18 cm</li></ul>,https://cdnbigbuy.com/images/8412688533978_S4308839_P21.jpg,https://cdnbigbuy.com/images/8412688533978_S4308839_P51.jpg,https://cdnbigbuy.com/images/8412688533978_S4308839_P01.jpg,https://cdnbigbuy.com/images/8412688533978_S4308839_P11.jpg,,57.56,1,1,50,1,Generale,5#7,0.59,3.0,33.0,55.0,0.59,5445.0
